Efector,Area,Tipo de Dispositivo,SO,Procesador,RAM,Disco,Conexion,V.de conexion,Rango Ip,Mac,Inventario,Fecha,Scoring Procesador,F. Cant. RAM,F. Tipo RAM
Marzano,gineco,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100mb,10.254.57.166,08:3a:88:6c:a2:95,,8 septiembre,7270,8GB,SODI
Marzano,enfermeria,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,M2 500 GB,Cableada,100mb,10.254.57.161,04:7b:cb:42:7d:e6,,8 septiembre,7199,8GB,SODI
Marzano,privado Jefatura,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,M2 500 GB,Cableada,100mb,10.25457.164,04:7b.cb:42:39:f3,,8 septiembre,7199,8GB,SODI
Rotjer,recepcion 1,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,10.254.66.101,FC:AA:14:CE:3C:6E,,8 septiembre,2017,4GB,DIMM
Rotjer,clin. medica,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,DIMM DDR4 4GB,SSD 120 GB,Cableada,100mb,10.254.66.104,b8:97:5a:d9:3a:20,,8 septiembre,4119,4GB,DIMM
Rotjer,recepcion 2,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,186.22.223.67,fc:aa:14:ce:37:63,,8 septiembre,2017,4GB,DIMM
Rotjer,enfermeria/vacunartorio,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,10.254.66.100,fc:aa:14:cf:56:24,,8 septiembre,2017,4GB,DIMM
Rotjer,ginecologia,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,10.254.66.102,FC:AA:14:CE:A5:04,,8 septiembre,2017,4GB,DIMM
Rotjer,pediatria/cons 1,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,10.254.66.103,40:8d:5c:9d:f7:b5,,8 septiembre,2017,4GB,DIMM
Scalise,Jefatura,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1gb,10.254.20.108,B0:83:FE:B2:17:68,,8 septiembre,3509,4GB,DIMM
Scalise,ventanilla,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,10.254.20.102,40:8d:5c:9a:c4:cd,,8 septiembre,2017,4GB,DIMM
Scalise,recepcion,destop (ex bangho),Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1gb,10.254.20.106,fc:aa:14:ce:37:cd,,8 septiembre,2017,4GB,DIMM
Scalise,Cons. 1,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1gb,10.254.20.107,40:8d:5c:9d:15:dd,,8 septiembre,2017,4GB,DIMM
Scalise,Cons. 2,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1gb,10.254.20.109,e0:3f:49:55:b0:2c,,8 septiembre,2459,4GB,DIMM
Scalise,ginecologia,desktop (ex bangho),Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1gb,10.254.20.103,40:8d:5c:9d:15:35,,8 septiembre,2017,6GB,DIMM
Scalise,Cons. 3,bangho AIO E0914,Microsoft Windows 7 Professional,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1gb,10.254.20.104,40:8d:5c:9d:1e:50,,8 septiembre,2017,4GB,DIMM
Scalise,Enfermeria,bangho AIO E0914,Microsoft Windows 7 Professional,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1gb,10.254.20.105,40:8d:5c:9e:36:97,,8 septiembre,2017,4GB,DIMM
P. Harris,Direccion,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 16GB,M2 1 TB,Cableada,1Gb,10.254.41.4,6c:24:08:b9:c7:bc,,8 septiembre,9195,6GB,SODI
P. Harris,Consultorio 4,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 16GB,M2 1 TB,Cableada,1Gb,10.254.41.10,6c:24:08:b9:c8:ca,,8 septiembre,9195,6GB,SODI
P. Harris,Consultorio 3,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.41.9,6c:24:08:b9:c8:d7,,8 septiembre,9195,8GB,SODI
P. Harris,Enfermeria,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.41.5,08:bf:b8:1d:df:99,,8 septiembre,15982,8GB,DIMM
P. Harris,Consultorio 2,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.41.12,6c:24:08:b9:c6:59,,8 septiembre,9195,8GB,SODI
P. Harris,Consultorio 1,Desktop Generico,Microsoft Windows 7 Professional,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.41.6,d0:50:99:44:8f:53,,8 septiembre,3582,4GB,DIMM
P. Harris,ventanilla,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.41.3,08:3a:88:6c:5d:56,,8 septiembre,7270,8GB,SODI
P. Harris,Recepcion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100mb,10.254.41.15,08:bf:b8:1d:e0:c1,,8 septiembre,15982,8GB,DIMM
P. Harris,Deposito,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.41.7,54:b2:03:05:5f:98,,8 septiembre,1215,4GB,SODI
P. Harris,Frente,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.41.8,40:8d:5c:9a:c3:2b,,8 septiembre,2017,4GB,DIMM
Ravazzoli,Consulorio 2,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.46.100,E0:3F:49:55:B0:8A,,5 septiembre,2459,4GB,DIMM
Ravazzoli,Odontologia,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 250 GB,Cableada,1Gb,10.254.46.100,F4:4D:30:AD:7E:4C,,5 septiembre,5476,8GB,DIMM
Ravazzoli,Ginecologia,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.46.100,f4:4d:30:ad:85:97,,5 septiembre,5476,8GB,DIMM
Ravazzoli,Clinica,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.46.113,40:8D:5C:9D:IE:47,,5 septiembre,2017,4GB,DIMM
Ravazzoli,Enfermeria,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.46.105,08:3A:88:6C:74:AE,,5 septiembre,7270,8GB,SODI
Ravazzoli,Pediatria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1Gb,10.254.46.108,94:c6:91:31:a2:4b,,5 septiembre,5476,8GB,DIMM
Ravazzoli,Jefatura,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1Gb,10.254.46.116,94:C6:91:31:5F:BC,,5 septiembre,5476,8GB,DIMM
Ravazzoli,Jefatura,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.46.101,40:8D:5C:9C:6C:42,,5 septiembre,2017,4GB,DIMM
Ravazzoli,Recepcion,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.46.106,04:7B:CB:42:7E:44,,5 septiembre,7199,8GB,SODI
Ravazzoli,Recepcion,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100,10.254.46.107,08:3A:88:6C:5F:1E,,5 septiembre,7270,8GB,SODI
Ravazzoli,Psicopeda/Nutri/Obst,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.46.111,94:C6:91:31:A0:8B,,5 septiembre,5476,4GB,DIMM
Ravazzoli,Serv. Social,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.46.109,F4:4D:30:AD:80:49,,5 septiembre,5476,4GB,DIMM
Ravazzoli,Des. Infantil,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.46.102,54:B2:03:05:5F:8D,,5 septiembre,1215,4GB,SODI
Negrete,Cons. 1,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.165.100,04:7b:cb:42:7f:68,,8 septiembre,7199,8GB,SODI
Negrete,Psiquiatria P,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.165.109,f4:4d:30:ad:85:c1,,8 septiembre,5476,8GB,DIMM
Negrete,Psiquiatria Ex Odon,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.165.102,f4:4d:30:ad:83:ec,,8 septiembre,5476,8GB,DIMM
Negrete,Serv. Social,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.165.112,94:c6:91:31:a5:d8,,8 septiembre,5476,8GB,DIMM
Negrete,Psicologia G,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.165.106,f4:4d:30:ad:83:ed,,8 septiembre,5476,8GB,DIMM
Negrete,Archivo,Desktop,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G2030 @ 3.00GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.165.107,bc:5f:f4:cd:62:b3,,8 septiembre,1765,4GB,DIMM
Negrete,Recepcion,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.165.105,40:8d:5c:9d:1e:26,,8 septiembre,2017,4GB,DIMM
Negrete,Recepcion 1,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,100mb,10.254.165.103,94:c6:91:31:a0:8f,,8 septiembre,5476,8GB,DIMM
Negrete,Psicologia P,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.165.101,08:bf.b8:1d:e0:fe,,8 septiembre,15982,8GB,DIMM
Negrete,Enfermeria,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.165.104,40:8d:5c:9a:c5:a1,,8 septiembre,2017,4GB,DIMM
Negrete,Psicologia C,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4  8GB,SSD 120 GB,Cableada,1Gb,10.254.165.108,d4:5d:df:08:77:46,,8 septiembre,1215,8GB,SODI
Negrete,Jefatura,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.165.111,40:8d:5c:9a:c2:6b,,8 septiembre,2017,4GB,DIMM
B. Aguirre,Enfermeria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.73.45,f4:4d:30:ad:f5:d1,,8 septiembre,5476,8GB,DIMM
B. Aguirre,Consultorio 2,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.73.52,b0:83:fe:aa:ac:67,,8 septiembre,3509,4GB,DIMM
B. Aguirre,Consultorio 1,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.73.49,08:bf:b8:1d:e4:3f,,8 septiembre,15982,8GB,DIMM
B. Aguirre,Consultorio PA,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.73.50,94:c6:91:31:a1:f5,,8 septiembre,5476,8GB,DIMM
B. Aguirre,Jefatura,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.73.51,08:bf:b8:1d:e4:63,,8 septiembre,15982,8GB,DIMM
B. Aguirre,Consultorio 5,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1Gb,10.254.73.48,40:8d:5c:9d:1e:52,,8 septiembre,2017,6GB,DIMM
B. Aguirre,Recepcion,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.73.40,08:3a:88:6c:7b:38,,8 septiembre,7270,8GB,SODI
B. Aguirre,Recepcion,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.73.43,08:3a:88:6c:6d:8b,,8 septiembre,7270,8GB,SODI
B. Aguirre,Consultorio 4,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 8GB,HDD 500 GB,Cableada,1Gb,10.254.73.44,40:8d:5c:9d:15:3d,,8 septiembre,2017,8GB,DIMM
B. Aguirre,consultorio 3,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.73.47,08:bf:b8:1d:df:92,,8 septiembre,15982,8GB,DIMM
Bermudez,Pediatria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.54.14,94:C6:91:31:A0:0D,,5 septiembre,5476,8GB,DIMM
Bermudez,Enfermeria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,100mb,10.254.54.7,F4:4D:30:AD:80:29,,5 septiembre,5476,8GB,DIMM
Bermudez,Odontologia,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 4GB,HDD 1 TB,Cableada,100mb,10.254.54.12,B0:83:FE:AA:AC:48,,5 septiembre,3509,4GB,DIMM
Bermudez,Ginecologia,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.54.15,94:C6:91:30:60:D9,,5 septiembre,5476,8GB,DIMM
Bermudez,Clinica Medica,Lenovo 11LU000WAC,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,100mb,10.254.54.3,04:7B:CB:42:83:49,,5 septiembre,7199,8GB,SODI
Bermudez,Psicologia,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.54.126,F4:4D:30:AD:85:4D,,5 septiembre,5476,8GB,DIMM
Bermudez,Servicio Social,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,100mb,10.254.54.6,F4:4D:30:AD:85:09,,5 septiembre,5476,8GB,DIMM
Bermudez,Jefatura,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.54.9,F4:4D:30:AD:7B:EE,,5 septiembre,5476,8GB,DIMM
Bermudez,Recepcion,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100mb,10.254.54.13,40:8D:5C:9D:1E:31,,5 septiembre,2017,4GB,DIMM
Bermudez,Recepcion,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,100mb,10.254.54.8,B0:83:FE:B2:1B:F8,,5 septiembre,3509,4GB,DIMM
Bermudez,Recepcion,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,100mb,10.254.54.5,94:C6:91:31:A0:9C,,5 septiembre,5476,8GB,DIMM
Bermudez,SUM,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1gb,10.70.54.102,94:C6:91:31:A0:98,,5 septiembre,5476,8GB,DIMM
P. Barbero,Recepcion,Desktop,Microsoft Windows 10 Pro,"AMD A8-7600 Radeon R7, 10 Compute Cores 4C+6G",DIMM DDR3 4GB,HDD 500 GB,Cableada,100Mb,10.254.96.51,d8:cb:8a:a3:37:c7,,8 septiembre,3211,4GB,DIMM
P. Barbero,Ventanilla,Desktop Generico,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,100Mb,10.254.96.60,d0:50:99:44:21:9c,,8 septiembre,3582,6GB,DIMM
P. Barbero,Jefatura,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 8GB,HDD 1 TB,Cableada,1Gb,10.254.96.55,b0:83:fe:b1:87:f9,,8 septiembre,3509,8GB,DIMM
P. Barbero,SUM,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 250 GB,Cableada,1Gb,10.254.96.59,f4:4d:30:ad:f5:65,,8 septiembre,5476,8GB,DIMM
P. Barbero,Gineco,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.96.62,f4:4d:30:ad:7b:7e,,8 septiembre,5476,8GB,DIMM
P. Barbero,Odonto,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 250 GB,Cableada,1Gb,10.25496.58,94:c6:91:31:a1:f2,,8 septiembre,5476,8GB,DIMM
P. Barbero,S. Mental,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.96.126,f4:4d:30:ad:f5:7b,,8 septiembre,5476,8GB,DIMM
P. Barbero,Enfermeria 1,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1gb,10.254.96.61,40:8d:5c:9a:cc:0c,,8 septiembre,2017,4GB,DIMM
P. Barbero,Enfermeria 2,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1gb,10.254.96.53,04:7b:cb:42:7e:07,,8 septiembre,7199,8GB,SODI
P. Barbero,C. Medica,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.96.54,f4:4d:30:ad:83:8d,,8 septiembre,5476,8GB,DIMM
P. Barbero,Pediatria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.96.57,f4:4d:30:ad:7b:5f,,8 septiembre,5476,8GB,DIMM
B. Acosta,SUM,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,100Mb,10.254.68.52,D4:5D:DF:08:76:1D,,5 septiembre,1215,4GB,SODI
B. Acosta,Cons. Pasillo,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.68.48,F4:4D:30:AD:7B:63,,5 septiembre,5476,8GB,DIMM
B. Acosta,Psicologia,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.68.46,F4:4D:30:AD:F5:B6,,5 septiembre,5476,8GB,DIMM
B. Acosta,Atencion Social,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,100mb,10.254.68.45,F4:4D:30:AD:83:AD,,5 septiembre,5476,8GB,DIMM
B. Acosta,Clin. Medica,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.68.47,94:C6:91:31:A0:A5,,5 septiembre,5476,8GB,DIMM
B. Acosta,Ecografia,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1Gb,10.254.68.50,F4:4D:30:AD:7B:A0,,5 septiembre,5476,8GB,DIMM
B. Acosta,Gineco,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.68.43,F4:4D:30:AD:82:AD,,5 septiembre,5476,8GB,DIMM
B. Acosta,Pediatria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1gb,10.254.68.49,F4:4D:30:AD:85:3E,,5 septiembre,5476,8GB,DIMM
B. Acosta,Enfermeria,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 8GB,HDD 500 GB,inalambrica,,10.255.68.156,A0:2C:36:25:EC:A1,,5 septiembre,2017,8GB,DIMM
B. Acosta,Enfermeria,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1gb,10.254.68.53,08:BF:B8:1D:DF:97,,5 septiembre,15982,8GB,DIMM
B. Acosta,Office,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,100Mb,10.254.68.42,04:7B:CB:42:7E:08,,5 septiembre,7199,8GB,SODI
